"","Anexo","cod_orgao","nom_orgao","mes","ano","pg_mes","lim_sq_sd","pg_sd","cred_sd","a_liq_sd","liq_a_pg_sd","nome_orgao","lim_pag"
"120","Anexo II","39000","MINISTERIO DA INFRAESTRUTURA",11,"2019",70550.5711799999,297205.84098,805367.01256,169495.02968,423766.40195,45630.03654,"Ministério da Infraestrutura",1698910
"121","Anexo II","39000","MINISTERIO DA INFRAESTRUTURA",12,"2019",118806.55403,571625.83562,924173.56659,51697.10205,101403.71533,32521.84697,"Ministério da Infraestrutura",1872268
"122","Anexo II","44000","MINISTERIO DO MEIO AMBIENTE",2,"2019",20855.13489,14104.93179,38102.22097,481217.51658,179650.54346,5741.74649,"Ministério do Meio Ambiente",64657
"123","Anexo II","44000","MINISTERIO DO MEIO AMBIENTE",3,"2019",30291.089,10257.69386,68393.30997,456498.64823,160403.70335,10336.14458,"Ministério do Meio Ambiente",96986
"124","Anexo II","44000","MINISTERIO DO MEIO AMBIENTE",4,"2019",36727.62536,10757.55733,105120.93533,222813.58926,233516.76211,6415.31531,"Ministério do Meio Ambiente",150867
"125","Anexo II","44000","MINISTERIO DO MEIO AMBIENTE",5,"2019",32752.14682,7938.10414,137873.08215,183412.78544,243122.33882,8536.42281,"Ministério do Meio Ambiente",204748
"126","Anexo II","44000","MINISTERIO DO MEIO AMBIENTE",6,"2019",29936.76423,12266.09816,167809.84638,164250.88469,232062.84358,10677.62381,"Ministério do Meio Ambiente",258629
"127","Anexo II","44000","MINISTERIO DO MEIO AMBIENTE",7,"2019",30006.36371,16879.16463,197816.21009,134235.03986,222149.31385,10685.06943,"Ministério do Meio Ambiente",312510
"128","Anexo II","44000","MINISTERIO DO MEIO AMBIENTE",8,"2019",31422.18805,21276.54251,229238.39814,93116.30972,187337.57547,12974.64665,"Ministério do Meio Ambiente",366392
"129","Anexo II","44000","MINISTERIO DO MEIO AMBIENTE",9,"2019",36948.6576,30435.04713,266187.05574,69087.05094,173693.99481,10527.68887,"Ministério do Meio Ambiente",420273
"130","Anexo II","44000","MINISTERIO DO MEIO AMBIENTE",10,"2019",40645.43931,22776.90686,306832.49505,86148.82953,162975.17498,8797.28687,"Ministério do Meio Ambiente",474154
"131","Anexo II","44000","MINISTERIO DO MEIO AMBIENTE",11,"2019",41609.54708,20266.69542,348442.04213,105942.88709,133157.86758,10238.37981,"Ministério do Meio Ambiente",528035
"132","Anexo II","44000","MINISTERIO DO MEIO AMBIENTE",12,"2019",80402.25367,21289.48332,428844.2958,116725.94118,45488.50817,8733.67993,"Ministério do Meio Ambiente",581916
"133","Anexo II","52000","MINISTERIO DA DEFESA",2,"2019",300342.99798315,642602.65848,505203.52806569,2091395.00201858,2444430.45430363,772778.64111108,"Ministério da Defesa",763519
"134","Anexo II","52000","MINISTERIO DA DEFESA",3,"2019",363594.679663942,429310.77998,868798.207729632,2140614.76131334,2176789.98134021,769612.53435,"Ministério da Defesa",1145278
"135","Anexo II","52000","MINISTERIO DA DEFESA",4,"2019",388886.171384991,476072.87061,1257684.37911462,1894909.18961523,2594190.59760311,590526.59888,"Ministério da Defesa",1781544
"136","Anexo II","52000","MINISTERIO DA DEFESA",5,"2019",384589.617524451,648947.98414,1642273.99663907,1140471.61841521,2743448.27130934,621863.1505,"Ministério da Defesa",2417810
"137","Anexo II","52000","MINISTERIO DA DEFESA",6,"2019",450757.345063296,456711.78686,2093031.34170237,984682.589822173,2390199.05956719,714072.938946074,"Ministério da Defesa",3054075
"138","Anexo II","52000","MINISTERIO DA DEFESA",7,"2019",364178.197244304,422163.4685,2457209.53894667,773471.589794809,2246068.63584324,761842.68737,"Ministério da Defesa",3690341
"139","Anexo II","52000","MINISTERIO DA DEFESA",8,"2019",438795.62834955,288401.6269,2896005.16729622,691370.603792339,2067422.95574584,766627.73047385,"Ministério da Defesa",4326607
"140","Anexo II","52000","MINISTERIO DA DEFESA",9,"2019",359965.122004584,256460.6841,3255970.28930081,1083183.95123891,1892607.64030691,794712.847569028,"Ministério da Defesa",4962873
"141","Anexo II","52000","MINISTERIO DA DEFESA",10,"2019",446227.780115316,206318.61811,3702198.06941612,711427.924956824,2086894.57677178,689871.91068451,"Ministério da Defesa",5599138
"142","Anexo II","52000","MINISTERIO DA DEFESA",11,"2019",496392.644225075,619874.6403,4198590.7136412,666694.751266159,2513943.8415396,3591286.6145908,"Ministério da Defesa",6235404
"143","Anexo II","52000","MINISTERIO DA DEFESA",12,"2019",8597867.4672751,637579.0713,12796458.1809163,418028.726361583,484957.61968539,198377.868000001,"Ministério da Defesa",6871670
"144","Anexo II","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",2,"2019",68481.0908,198136.13409,172287.22319,2170607.66702,3676862.05743,326436.35216,"Ministério do Desenvolvimento Regional",308724
"145","Anexo II","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",3,"2019",64418.51331,324594.45543,236705.7365,1872388.84603,3691828.38835,333118.05965,"Ministério do Desenvolvimento Regional",463085
"146","Anexo II","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",4,"2019",80310.51433,201365.2403,317016.25083,561479.67538,3679719.41411,320359.02756,"Ministério do Desenvolvimento Regional",678732
"147","Anexo II","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",5,"2019",83490.82676,151374.98978,400507.07759,236963.15945,3624875.91401,317712.97006,"Ministério do Desenvolvimento Regional",894378
"148","Anexo II","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",6,"2019",97489.0616300001,469424.24605,497996.13922,176704.41002,3357527.29953,508173.97923,"Ministério do Desenvolvimento Regional",1110024
"149","Anexo II","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",7,"2019",97171.0868099999,147629.00538,595167.22603,191236.9744,3274353.08632,515234.11372,"Ministério do Desenvolvimento Regional",1325671
"150","Anexo II","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",8,"2019",143944.91597,66538.26045,739112.142,200929.72834,3161714.94013,510249.14204,"Ministério do Desenvolvimento Regional",1541317
"151","Anexo II","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",9,"2019",72796.04553,53358.39231,811908.18753,140074.16244,3142703.62365,503186.84655,"Ministério do Desenvolvimento Regional",1756963
"152","Anexo II","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",10,"2019",73163.15759,57660.82061,885071.34512,137861.87463,2852551.75695,716814.33153,"Ministério do Desenvolvimento Regional",1972609
"153","Anexo II","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",11,"2019",147757.83873,2378675.67804,1032829.18385,1059361.31627,2919709.10803,897087.30287,"Ministério do Desenvolvimento Regional",2188256
"154","Anexo II","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",12,"2019",467028.08794,355412.11936,1499857.27179,283238.76271,1818903.2504,821922.91469,"Ministério do Desenvolvimento Regional",2403902
"155","Anexo II","54000","MINISTERIO DO TURISMO",2,"2019",7062.13875,71271.44619,16148.06514,481305.03025,1784660.49865,210169.95885,"Ministério do Turismo",56556
"156","Anexo II","54000","MINISTERIO DO TURISMO",3,"2019",19865.96004,50923.07145,36014.02518,442682.6905,1761016.29946,191913.71664,"Ministério do Turismo",84835
"157","Anexo II","54000","MINISTERIO DO TURISMO",4,"2019",17608.65904,67335.5113,53622.68422,265843.36288,1699680.83894,173119.44252,"Ministério do Turismo",131965
"158","Anexo II","54000","MINISTERIO DO TURISMO",5,"2019",28110.83007,74533.96292,81733.51429,226082.96211,1671547.02149,178565.37264,"Ministério do Turismo",179095
"159","Anexo II","54000","MINISTERIO DO TURISMO",6,"2019",51361.46643,60652.71629,133094.98072,127512.28135,1738110.78465,144814.66136,"Ministério do Turismo",226226
"160","Anexo II","54000","MINISTERIO DO TURISMO",7,"2019",11043.53507,110537.34674,144138.51579,94145.54035,1720744.83891,143196.88369,"Ministério do Turismo",273356
"161","Anexo II","54000","MINISTERIO DO TURISMO",8,"2019",26690.84793,83214.52174,170829.36372,6660.74921999998,1701553.98689,142622.62347,"Ministério do Turismo",320487
"162","Anexo II","54000","MINISTERIO DO TURISMO",9,"2019",28668.8789,65904.77998,199498.24262,7502.28103999998,1571457.44276,130057.38035,"Ministério do Turismo",367617
"163","Anexo II","54000","MINISTERIO DO TURISMO",10,"2019",33673.94803,38010.54273,233172.19065,11354.13601,1326737.7867,338850.60085,"Ministério do Turismo",414747
"164","Anexo II","54000","MINISTERIO DO TURISMO",11,"2019",16203.20483,196696.67525,249375.39548,129552.39887,990925.76611,579343.91247,"Ministério do Turismo",461878
"165","Anexo II","54000","MINISTERIO DO TURISMO",12,"2019",145649.2929,73613.92809,395024.68838,15742.66062,568665.53555,589023.62988,"Ministério do Turismo",509008
"166","Anexo II","55000","MINISTERIO DA CIDADANIA",2,"2019",212559.08753,59168.93526,433487.56032,3980623.20503,2295475.49562,265901.98569,"Ministério da Cidadania",449129
"167","Anexo II","55000","MINISTERIO DA CIDADANIA",3,"2019",217850.10226,81400.99463,651337.66258,3514911.32664,2383757.82963,255367.59827,"Ministério da Cidadania",673693
"168","Anexo II","55000","MINISTERIO DA CIDADANIA",4,"2019",373955.94157,96384.15173,1025293.60415,1914896.90206,2484889.44015,236683.58962,"Ministério da Cidadania",1047967
"169","Anexo II","55000","MINISTERIO DA CIDADANIA",5,"2019",289080.33311,50963.99905,1314373.93726,1685953.75971,2429211.57145,235801.8502,"Ministério da Cidadania",1422241
"170","Anexo II","55000","MINISTERIO DA CIDADANIA",6,"2019",357385.32684,104926.83549,1671759.2641,1376143.64525,2402971.12493,235790.3199,"Ministério da Cidadania",1796514
"171","Anexo II","55000","MINISTERIO DA CIDADANIA",7,"2019",424644.29432,39576.27073,2096403.55842,1007292.79598,2337345.47144,205171.6379,"Ministério da Cidadania",2170788
"172","Anexo II","55000","MINISTERIO DA CIDADANIA",8,"2019",241489.77292,23217.23843,2337893.33134,749591.56954,2342695.23026,212761.70269,"Ministério da Cidadania",2545062
"173","Anexo II","55000","MINISTERIO DA CIDADANIA",9,"2019",183262.31027,108025.58478,2521155.64161,562645.77561,2351676.69932,182944.98809,"Ministério da Cidadania",2919336
"174","Anexo II","55000","MINISTERIO DA CIDADANIA",10,"2019",346369.37384,56392.90633,2867525.01545,470457.57115,1913106.56996,487350.47075,"Ministério da Cidadania",3293610
"175","Anexo II","55000","MINISTERIO DA CIDADANIA",11,"2019",564787.4183,142317.65641,3432312.43375,961622.19987,1548467.78715,599272.33222,"Ministério da Cidadania",3667883
"176","Anexo II","55000","MINISTERIO DA CIDADANIA",12,"2019",1756948.66241,285839.67473,5189261.09616,241586.51944,589102.59549,428466.24233,"Ministério da Cidadania",4042157
"177","Anexo II","63000","ADVOCACIA-GERAL DA UNIAO",2,"2019",21130.24013,2886.61744,49652.83958,376405.4962,126208.17398,15765.89964,"Advocacia-Geral da União",49862
"178","Anexo II","63000","ADVOCACIA-GERAL DA UNIAO",3,"2019",26431.35236,2463.34505,76084.19194,375644.95138,98253.35285,18029.63214,"Advocacia-Geral da União",74793
"179","Anexo II","63000","ADVOCACIA-GERAL DA UNIAO",4,"2019",41927.41788,3562.23452,118011.60982,69850.04593,277487.62023,8425.21127,"Advocacia-Geral da União",116344
"180","Anexo II","63000","ADVOCACIA-GERAL DA UNIAO",5,"2019",31709.96762,3185.06077,149721.57744,21454.84057,257649.97016,13942.58851,"Advocacia-Geral da União",157896
"181","Anexo II","63000","ADVOCACIA-GERAL DA UNIAO",6,"2019",26644.63269,3026.32167,176366.21013,18751.51134,224553.92785,22242.06216,"Advocacia-Geral da União",199448
"182","Anexo II","63000","ADVOCACIA-GERAL DA UNIAO",7,"2019",27823.13755,2232.96577,204189.34768,14774.39858,195799.09703,26830.09775,"Advocacia-Geral da União",240999
"183","Anexo II","63000","ADVOCACIA-GERAL DA UNIAO",8,"2019",28129.18409,2176.17587,232318.53177,7092.33667,174701.17366,25457.05352,"Advocacia-Geral da União",282551
"184","Anexo II","63000","ADVOCACIA-GERAL DA UNIAO",9,"2019",31987.10891,3397.41684,264305.64068,59355.41374,147152.36568,19072.83243,"Advocacia-Geral da União",324102
"185","Anexo II","63000","ADVOCACIA-GERAL DA UNIAO",10,"2019",45027.65307,14526.76561,309333.29375,81038.57522,128327.0163,5318.06326,"Advocacia-Geral da União",365654
"186","Anexo II","63000","ADVOCACIA-GERAL DA UNIAO",11,"2019",45102.63432,7682.00295,354435.92807,44160.64859,123684.09798,5976.82932,"Advocacia-Geral da União",407205
"187","Anexo II","63000","ADVOCACIA-GERAL DA UNIAO",12,"2019",38054.64093,39499.6545,392490.569,29392.35603,28817.61607,3493.30415,"Advocacia-Geral da União",448757
"188","Anexo II","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",2,"2019",15771.08877,13765.41583,27012.07203,171925.76072,126133.12633,5544.99528,"Ministério da Mulher, da Família e dos Direitos Humanos",39704
"189","Anexo II","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",3,"2019",8233.32024,2931.4204,35245.39227,158795.16772,128492.04359,5544.95838,"Ministério da Mulher, da Família e dos Direitos Humanos",59557
"190","Anexo II","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",4,"2019",10749.08716,2625.96544,45994.47943,91807.43825,128754.67071,6028.31375,"Ministério da Mulher, da Família e dos Direitos Humanos",92644
"191","Anexo II","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",5,"2019",11725.54592,3298.39519,57720.02535,73076.40824,125484.47989,5925.93763,"Ministério da Mulher, da Família e dos Direitos Humanos",125731
"192","Anexo II","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",6,"2019",8558.49463,4778.46284,66278.51998,74456.98395,120506.42213,7222.15088,"Ministério da Mulher, da Família e dos Direitos Humanos",158818
"193","Anexo II","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",7,"2019",15754.67212,2142.49696,82033.1921,40844.86821,136344.82707,5983.06082,"Ministério da Mulher, da Família e dos Direitos Humanos",191905
"194","Anexo II","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",8,"2019",20729.86824,9694.3796,102763.06034,36700.91811,129540.37512,5520.19069,"Ministério da Mulher, da Família e dos Direitos Humanos",224992
"195","Anexo II","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",9,"2019",20140.97446,23450.68288,122904.0348,48950.47222,113417.00866,16067.57938,"Ministério da Mulher, da Família e dos Direitos Humanos",258079
"196","Anexo II","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",10,"2019",24408.21741,18973.22521,147312.25221,48893.15945,107071.86328,4981.32366,"Ministério da Mulher, da Família e dos Direitos Humanos",291166
"197","Anexo II","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",11,"2019",12521.30854,14856.2577,159833.56075,137354.93533,95164.27954,5298.16798,"Ministério da Mulher, da Família e dos Direitos Humanos",324253
"198","Anexo II","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",12,"2019",52566.59129,10446.85513,212400.15204,10189.23871,26373.21854,5934.53939,"Ministério da Mulher, da Família e dos Direitos Humanos",357340
"199","Anexo III","20000","PRESIDENCIA DA REPUBLICA",2,"2019",7260.10432,1828978.70841,13155.81981,117487.32564,31908.96768,2613.09014,"Presidência da República",13707
"200","Anexo III","20000","PRESIDENCIA DA REPUBLICA",3,"2019",7391.39926,1825199.39436,20547.21907,114358.15926,28390.74063,1281.05947,"Presidência da República",20561
"201","Anexo III","20000","PRESIDENCIA DA REPUBLICA",4,"2019",7061.93435,1828428.60259,27609.15342,58743.98891,36343.51194,878.15286,"Presidência da República",31984
"202","Anexo III","20000","PRESIDENCIA DA REPUBLICA",5,"2019",8809.5598,1831280.16044,36418.71322,20656.15607,38964.93188,1783.15445,"Presidência da República",43407
"203","Anexo III","20000","PRESIDENCIA DA REPUBLICA",6,"2019",6861.2337,1825525.49711,43279.94692,23977.06431,42492.90406,935.0134,"Presidência da República",54829
"204","Anexo III","20000","PRESIDENCIA DA REPUBLICA",7,"2019",6231.03321,1826720.18962,49510.98013,11887.5207,43176.48699,1041.02878,"Presidência da República",66252
"205","Anexo III","20000","PRESIDENCIA DA REPUBLICA",8,"2019",9217.01733,1829362.82648,58727.99746,10048.34335,48782.76326,1740.09077,"Presidência da República",77675
"206","Anexo III","20000","PRESIDENCIA DA REPUBLICA",9,"2019",6875.33646,1835355.7394,65603.33392,9399.7461,43529.09995,2201.88331,"Presidência da República",89098
"207","Anexo III","20000","PRESIDENCIA DA REPUBLICA",10,"2019",9598.1658,1847917.04835,75201.49972,5129.44955,40040.54646,1806.58574,"Presidência da República",100521
"208","Anexo III","20000","PRESIDENCIA DA REPUBLICA",11,"2019",6539.38584999999,1857791.34064,81740.88557,4608.00082,35427.872,1422.0232,"Presidência da República",111944
"209","Anexo III","20000","PRESIDENCIA DA REPUBLICA",12,"2019",22674.59256,1875527.23026,104415.47813,3457.88081,5928.57739999999,8709.61039,"Presidência da República",123366
"210","Anexo III","22000","MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",2,"2019",15867.8238,351341.01116,29638.20085,170605.6418,55816.69528,12796.20831,"Ministério da Agricultura, Pecuária e Abastecimento",21042
"211","Anexo III","22000","MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",3,"2019",13995.89005,378087.03667,43634.0909,162507.59466,50996.3335,11223.97876,"Ministério da Agricultura, Pecuária e Abastecimento",31563
"212","Anexo III","22000","MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",4,"2019",17661.44066,394886.29864,61295.53156,74718.01782,52906.9559,14177.35481,"Ministério da Agricultura, Pecuária e Abastecimento",49098
"213","Anexo III","22000","MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",5,"2019",19444.89872,430915.95625,80740.43028,37202.20257,51357.90091,12587.78507,"Ministério da Agricultura, Pecuária e Abastecimento",66633
"214","Anexo III","22000","MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",6,"2019",10189.87419,471929.83027,90930.30447,31317.06194,46582.36375,11441.98874,"Ministério da Agricultura, Pecuária e Abastecimento",84168
"215","Anexo III","22000","MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",7,"2019",13070.59496,499528.45477,104000.89943,27062.55889,41275.31774,8140.34535,"Ministério da Agricultura, Pecuária e Abastecimento",101702
"216","Anexo III","22000","MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",8,"2019",6336.98014999999,543789.87636,110337.87958,19967.20636,37638.22465,8805.76917,"Ministério da Agricultura, Pecuária e Abastecimento",119237
"217","Anexo III","22000","MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",9,"2019",7300.32926000001,531211.04898,117638.20884,16699.14133,33570.61246,8321.67418,"Ministério da Agricultura, Pecuária e Abastecimento",136772
"218","Anexo III","22000","MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",10,"2019",13604.38192,452554.74377,131242.59076,15886.54612,33394.89349,10716.62539,"Ministério da Agricultura, Pecuária e Abastecimento",154307
"219","Anexo III","22000","MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",11,"2019",8015.69298999999,471097.57979,139258.28375,71063.83046,30225.13918,13773.46693,"Ministério da Agricultura, Pecuária e Abastecimento",171842
"220","Anexo III","22000","MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO",12,"2019",18188.16519,398759.61851,157446.44894,12093.26565,13708.66344,10762.07687,"Ministério da Agricultura, Pecuária e Abastecimento",189377
"221","Anexo III","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",2,"2019",45518.058060575,4537977.86694,78771.776612485,448555.53099,51016.614212185,17734.96437,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",57942
"222","Anexo III","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",3,"2019",12539.157683594,4714177.49797,91310.934296079,425118.79982,44235.428749502,19703.63621,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",86913
"223","Anexo III","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",4,"2019",56545.580206942,55095.6048600023,147856.514503021,91377.16657,242314.781108153,26840.85885,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",135197
"224","Anexo III","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",5,"2019",39698.256559677,20174.8658900023,187554.771062698,74626.42514,280601.419802008,25951.09863,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",183482
"225","Anexo III","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",6,"2019",34980.27626381,23901.0319400023,222535.047326508,74223.95834,248554.549904924,23985.350778478,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",231767
"226","Anexo III","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",7,"2019",30905.675974947,24792.4079900023,253440.723301455,35124.79622,216357.251647021,29082.82455,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",280052
"227","Anexo III","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",8,"2019",50808.140792695,27813.4721200023,304248.86409415,31447.69632,190902.963491405,7579.45864,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",328336
"228","Anexo III","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",9,"2019",31003.717342014,121129.646470002,335252.581436164,37519.98796,154879.53835882,14788.92934,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",376621
"229","Anexo III","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",10,"2019",65702.020418138,51965.6647200023,400954.601854302,13378.94237,104922.740434544,12090.94056,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",424906
"230","Anexo III","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",11,"2019",41845.025712578,63057.7644900023,442799.62756688,25442.77823,86019.71547184,5422.11701,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",473190
"231","Anexo III","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",12,"2019",56146.12323386,13980.9692900023,498945.75080074,3312.59024999999,5546.17137061401,14042.51715,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",521475
"232","Anexo III","25000","MINISTERIO DA ECONOMIA",2,"2019",688180.71127,3253224.02857,844576.08299,4225512.8357,774960.6446,101261.64896,"Ministério da Economia",1026166
"233","Anexo III","25000","MINISTERIO DA ECONOMIA",3,"2019",272836.98713,2149920.54474,1117413.07012,3807928.4586,911466.20498,82157.26567,"Ministério da Economia",1239249
"234","Anexo III","25000","MINISTERIO DA ECONOMIA",4,"2019",293561.89135,2165535.66096,1410974.96147,2229196.60454,1122763.8991,63781.11868,"Ministério da Economia",1627721
"235","Anexo III","25000","MINISTERIO DA ECONOMIA",5,"2019",283269.49159,2129566.94797,1694244.45306,1030303.96849,1809594.7769,77271.45188,"Ministério da Economia",2016193
"236","Anexo III","25000","MINISTERIO DA ECONOMIA",6,"2019",803767.36556,2365520.16954,2498011.81862,895312.29918,1123006.09679,81781.4298,"Ministério da Economia",2404665
"237","Anexo III","25000","MINISTERIO DA ECONOMIA",7,"2019",292265.99813,2243544.46872,2790277.81675,827326.98602,1038843.55077,34870.51453,"Ministério da Economia",2793136
"238","Anexo III","25000","MINISTERIO DA ECONOMIA",8,"2019",266383.4833,2333183.27727,3056661.30005,506444.18376,783984.50457,139417.97607,"Ministério da Economia",3181608
"239","Anexo III","25000","MINISTERIO DA ECONOMIA",9,"2019",299813.750970001,2300777.9775,3356475.05102,383813.89768,764485.24682,90607.2894,"Ministério da Economia",3570080
"240","Anexo III","25000","MINISTERIO DA ECONOMIA",10,"2019",430587.649909999,2423392.96952,3787062.70093,387615.59665,717657.66276,59806.72006,"Ministério da Economia",3958552
